,Year, Month, Day,     Extent
0,YYYY,    MM,  DD, 10^6 sq km
1867,1988,    06,  12,     12.630
1868,1988,    06,  13,     12.686
1869,1988,    06,  14,     12.775
1870,1988,    06,  15,     12.942
1871,1988,    06,  16,     13.171
1872,1988,    06,  17,     13.408
1873,1988,    06,  18,     13.547
1874,1988,    06,  19,     13.639
1875,1988,    06,  20,     13.700
1876,1988,    06,  21,     13.684
1877,1988,    06,  22,     13.690
1878,1988,    06,  23,     13.826
1879,1988,    06,  24,     13.939
1880,1988,    06,  25,     14.123
1881,1988,    06,  26,     14.165
1882,1988,    06,  27,     14.204
1883,1988,    06,  28,     14.325
1884,1988,    06,  29,     14.412
1885,1988,    06,  30,     14.501
1886,1988,    07,  01,     14.521
1887,1988,    07,  02,     14.568
1888,1988,    07,  03,     14.614
1889,1988,    07,  04,     14.740
1890,1988,    07,  05,     14.800
1891,1988,    07,  06,     14.862
1892,1988,    07,  07,     14.943
1893,1988,    07,  08,     15.033
1894,1988,    07,  09,     15.107
1895,1988,    07,  10,     15.209
1896,1988,    07,  11,     15.342
1897,1988,    07,  12,     15.479
1898,1988,    07,  13,     15.673
1899,1988,    07,  14,     15.773
1900,1988,    07,  15,     15.876
1901,1988,    07,  16,     15.937
1902,1988,    07,  17,     15.932
1903,1988,    07,  18,     16.007
1904,1988,    07,  19,     16.005
1905,1988,    07,  20,     16.104
1906,1988,    07,  21,     16.160
1907,1988,    07,  22,     16.293
1908,1988,    07,  23,     16.308
1909,1988,    07,  24,     16.287
1910,1988,    07,  25,     16.378
1911,1988,    07,  26,     16.482
1912,1988,    07,  27,     16.584
1913,1988,    07,  28,     16.662
1914,1988,    07,  29,     16.734
1915,1988,    07,  30,     16.867
1916,1988,    07,  31,     16.929
1917,1988,    08,  01,     17.024
1918,1988,    08,  02,     17.083
1919,1988,    08,  03,     17.165
1920,1988,    08,  04,     17.264
1921,1988,    08,  05,     17.371
1922,1988,    08,  06,     17.419
1923,1988,    08,  07,     17.515
1924,1988,    08,  08,     17.441
1925,1988,    08,  09,     17.430
1926,1988,    08,  10,     17.441
1927,1988,    08,  11,     17.482
1928,1988,    08,  12,     17.575
1929,1988,    08,  13,     17.487
1930,1988,    08,  14,     17.514
1931,1988,    08,  15,     17.564
1932,1988,    08,  16,     17.611
1933,1988,    08,  17,     17.671
1934,1988,    08,  18,     17.573
1935,1988,    08,  19,     17.600
1936,1988,    08,  20,     17.628
1937,1988,    08,  21,     17.678
1938,1988,    08,  22,     17.745
1939,1988,    08,  23,     17.702
1940,1988,    08,  24,     17.697
1941,1988,    08,  25,     17.780
1942,1988,    08,  26,     17.798
1943,1988,    08,  27,     17.870
1944,1988,    08,  28,     17.875
1945,1988,    08,  29,     17.794
1946,1988,    08,  30,     17.836
1947,1988,    08,  31,     17.758
1948,1988,    09,  01,     17.751
1949,1988,    09,  02,     17.657
1950,1988,    09,  03,     17.712
1951,1988,    09,  04,     17.835
1952,1988,    09,  05,     17.898
1953,1988,    09,  06,     17.936
1954,1988,    09,  07,     17.993
1955,1988,    09,  08,     18.037
1956,1988,    09,  09,     18.170
1957,1988,    09,  10,     18.332
1958,1988,    09,  11,     18.376
1959,1988,    09,  12,     18.434
1960,1988,    09,  13,     18.387
1961,1988,    09,  14,     18.500
1962,1988,    09,  15,     18.507
1963,1988,    09,  16,     18.518
1964,1988,    09,  17,     18.578
1965,1988,    09,  18,     18.640
1966,1988,    09,  19,     18.560
1967,1988,    09,  20,     18.573
1968,1988,    09,  21,     18.516
1969,1988,    09,  22,     18.443
1970,1988,    09,  23,     18.437
1971,1988,    09,  24,     18.434
1972,1988,    09,  25,     18.446
1973,1988,    09,  26,     18.508
1974,1988,    09,  27,     18.474
1975,1988,    09,  28,     18.483
1976,1988,    09,  29,     18.518
1977,1988,    09,  30,     18.563
1978,1988,    10,  01,     18.657
1979,1988,    10,  02,     18.731
1980,1988,    10,  03,     18.785
1981,1988,    10,  04,     18.748
1982,1988,    10,  05,     18.710
1983,1988,    10,  06,     18.666
1984,1988,    10,  07,     18.679
1985,1988,    10,  08,     18.661
1986,1988,    10,  09,     18.677
1987,1988,    10,  10,     18.621
1988,1988,    10,  11,     18.645
1989,1988,    10,  12,     18.608
1990,1988,    10,  13,     18.491
1991,1988,    10,  14,     18.447
1992,1988,    10,  15,     18.435
1993,1988,    10,  16,     18.458
1994,1988,    10,  17,     18.455
1995,1988,    10,  18,     18.324
1996,1988,    10,  19,     18.173
1997,1988,    10,  20,     18.214
1998,1988,    10,  21,     18.256
1999,1988,    10,  22,     18.192
2000,1988,    10,  23,     18.174
2001,1988,    10,  24,     18.166
2002,1988,    10,  25,     18.017
2003,1988,    10,  26,     17.984
2004,1988,    10,  27,     17.991
2005,1988,    10,  28,     17.957
2006,1988,    10,  29,     17.822
2007,1988,    10,  30,     17.761
2008,1988,    10,  31,     17.687
2009,1988,    11,  01,     17.576
2010,1988,    11,  02,     17.470
2011,1988,    11,  03,     17.445
2012,1988,    11,  04,     17.375
2013,1988,    11,  05,     17.233
2014,1988,    11,  06,     17.115
2015,1988,    11,  07,     17.109
2016,1988,    11,  08,     17.036
2017,1988,    11,  09,     16.960
2018,1988,    11,  10,     16.890
2019,1988,    11,  11,     16.770
2020,1988,    11,  12,     16.712
2021,1988,    11,  13,     16.653
2022,1988,    11,  14,     16.575
2023,1988,    11,  15,     16.448
2024,1988,    11,  16,     16.295
2025,1988,    11,  17,     16.153
2026,1988,    11,  18,     15.968
2027,1988,    11,  19,     15.861
2028,1988,    11,  20,     15.700
2029,1988,    11,  21,     15.517
2030,1988,    11,  22,     15.411
2031,1988,    11,  23,     15.258
2032,1988,    11,  24,     15.121
2033,1988,    11,  25,     14.989
2034,1988,    11,  26,     14.853
2035,1988,    11,  27,     14.674
2036,1988,    11,  28,     14.552
2037,1988,    11,  29,     14.443
2038,1988,    11,  30,     14.268
2039,1988,    12,  01,     14.078
2040,1988,    12,  02,     13.908
2041,1988,    12,  03,     13.761
2042,1988,    12,  04,     13.604
2043,1988,    12,  05,     13.431
2044,1988,    12,  06,     13.237
2045,1988,    12,  07,     13.080
2046,1988,    12,  08,     12.942
2047,1988,    12,  09,     12.765
2048,1988,    12,  10,     12.659
2049,1988,    12,  11,     12.491
2050,1988,    12,  12,     12.267
2051,1988,    12,  13,     12.033
2052,1988,    12,  14,     11.787
2053,1988,    12,  15,     11.477
2054,1988,    12,  16,     11.251
2055,1988,    12,  17,     11.008
2056,1988,    12,  18,     10.807
2057,1988,    12,  19,     10.551
2058,1988,    12,  20,     10.308
2059,1988,    12,  21,     10.015
2060,1988,    12,  22,      9.938
2061,1988,    12,  23,      9.579
2062,1988,    12,  24,      9.298
2063,1988,    12,  25,      9.073
2064,1988,    12,  26,      8.735
2065,1988,    12,  27,      8.366
2066,1988,    12,  28,      8.010
2067,1988,    12,  29,      7.680
2068,1988,    12,  30,      7.479
2069,1988,    12,  31,      7.261
2070,1989,    01,  01,      7.084
2071,1989,    01,  02,      6.682
2072,1989,    01,  03,      6.563
2073,1989,    01,  04,      6.217
2074,1989,    01,  05,      5.999
2075,1989,    01,  06,      5.754
2076,1989,    01,  07,      5.560
2077,1989,    01,  08,      5.362
2078,1989,    01,  09,      5.261
2079,1989,    01,  10,      5.213
2080,1989,    01,  11,      5.095
2081,1989,    01,  12,      4.989
2082,1989,    01,  13,      4.905
2083,1989,    01,  14,      4.798
2084,1989,    01,  15,      4.631
2085,1989,    01,  16,      4.507
2086,1989,    01,  17,      4.419
2087,1989,    01,  18,      4.403
2088,1989,    01,  19,      4.290
2089,1989,    01,  20,      4.167
2090,1989,    01,  21,      4.070
2091,1989,    01,  22,      3.977
2092,1989,    01,  23,      3.887
2093,1989,    01,  24,      3.779
2094,1989,    01,  25,      3.781
2095,1989,    01,  26,      3.712
2096,1989,    01,  27,      3.664
2097,1989,    01,  28,      3.634
2098,1989,    01,  29,      3.514
2099,1989,    01,  30,      3.482
2100,1989,    01,  31,      3.442
2101,1989,    02,  01,      3.420
2102,1989,    02,  02,      3.368
2103,1989,    02,  03,      3.333
2104,1989,    02,  04,      3.286
2105,1989,    02,  05,      3.290
2106,1989,    02,  06,      3.238
2107,1989,    02,  07,      3.211
2108,1989,    02,  08,      3.131
2109,1989,    02,  09,      3.078
2110,1989,    02,  10,      3.037
2111,1989,    02,  11,      2.962
2112,1989,    02,  12,      2.846
2113,1989,    02,  13,      2.855
2114,1989,    02,  14,      2.819
2115,1989,    02,  15,      2.772
2116,1989,    02,  16,      2.748
2117,1989,    02,  17,      2.724
2118,1989,    02,  18,      2.729
2119,1989,    02,  19,      2.731
2120,1989,    02,  20,      2.723
2121,1989,    02,  21,      2.747
2122,1989,    02,  22,      2.825
2123,1989,    02,  23,      2.846
2124,1989,    02,  24,      2.869
2125,1989,    02,  25,      2.898
2126,1989,    02,  26,      2.918
2127,1989,    02,  27,      2.974
2128,1989,    02,  28,      2.995
2129,1989,    03,  01,      3.050
2130,1989,    03,  02,      3.090
2131,1989,    03,  03,      3.129
2132,1989,    03,  04,      3.242
2133,1989,    03,  05,      3.305
2134,1989,    03,  06,      3.345
2135,1989,    03,  07,      3.395
2136,1989,    03,  08,      3.434
2137,1989,    03,  09,      3.478
2138,1989,    03,  10,      3.444
2139,1989,    03,  11,      3.496
2140,1989,    03,  12,      3.545
2141,1989,    03,  13,      3.619
2142,1989,    03,  14,      3.765
2143,1989,    03,  15,      3.908
2144,1989,    03,  16,      3.959
2145,1989,    03,  17,      3.899
2146,1989,    03,  18,      4.009
2147,1989,    03,  19,      4.078
2148,1989,    03,  20,      4.105
2149,1989,    03,  21,      4.214
2150,1989,    03,  22,      4.282
2151,1989,    03,  23,      4.350
2152,1989,    03,  24,      4.425
2153,1989,    03,  25,      4.556
2154,1989,    03,  26,      4.668
2155,1989,    03,  27,      4.731
2156,1989,    03,  28,      4.726
2157,1989,    03,  29,      4.806
2158,1989,    03,  30,      4.837
2159,1989,    03,  31,      4.856
2160,1989,    04,  01,      4.980
2161,1989,    04,  02,      5.006
2162,1989,    04,  03,      5.090
2163,1989,    04,  04,      5.180
2164,1989,    04,  05,      5.283
2165,1989,    04,  06,      5.339
2166,1989,    04,  07,      5.410
2167,1989,    04,  08,      5.520
2168,1989,    04,  09,      5.577
2169,1989,    04,  10,      5.620
2170,1989,    04,  11,      5.744
2171,1989,    04,  12,      5.823
2172,1989,    04,  13,      5.936
2173,1989,    04,  14,      5.982
2174,1989,    04,  15,      6.111
2175,1989,    04,  16,      6.225
2176,1989,    04,  17,      6.328
2177,1989,    04,  18,      6.471
2178,1989,    04,  19,      6.587
2179,1989,    04,  20,      6.763
2180,1989,    04,  21,      6.905
2181,1989,    04,  22,      7.024
2182,1989,    04,  23,      7.125
2183,1989,    04,  24,      7.164
2184,1989,    04,  25,      7.311
2185,1989,    04,  26,      7.458
2186,1989,    04,  27,      7.541
2187,1989,    04,  28,      7.748
2188,1989,    04,  29,      7.889
2189,1989,    04,  30,      8.048
2190,1989,    05,  01,      8.333
2191,1989,    05,  02,      8.477
2192,1989,    05,  03,      8.539
2193,1989,    05,  04,      8.692
2194,1989,    05,  05,      8.839
2195,1989,    05,  06,      8.940
2196,1989,    05,  07,      9.065
2197,1989,    05,  08,      9.212
2198,1989,    05,  09,      9.413
2199,1989,    05,  10,      9.521
2200,1989,    05,  11,      9.640
2201,1989,    05,  12,      9.781
2202,1989,    05,  13,      9.951
2203,1989,    05,  14,     10.082
2204,1989,    05,  15,     10.215
2205,1989,    05,  16,     10.366
2206,1989,    05,  17,     10.495
2207,1989,    05,  18,     10.585
2208,1989,    05,  19,     10.755
2209,1989,    05,  20,     10.870
2210,1989,    05,  21,     10.973
2211,1989,    05,  22,     11.099
2212,1989,    05,  23,     11.248
2213,1989,    05,  24,     11.359
2214,1989,    05,  25,     11.435
2215,1989,    05,  26,     11.612
2216,1989,    05,  27,     11.775
2217,1989,    05,  28,     11.830
2218,1989,    05,  29,     12.013
2219,1989,    05,  30,     12.041
2220,1989,    05,  31,     12.056
2221,1989,    06,  01,     12.151
2222,1989,    06,  02,     12.234
2223,1989,    06,  03,     12.373
2224,1989,    06,  04,     12.458
2225,1989,    06,  05,     12.537
2226,1989,    06,  06,     12.561
2227,1989,    06,  07,     12.671
2228,1989,    06,  08,     12.687
2229,1989,    06,  09,     12.743
2230,1989,    06,  10,     12.874
2231,1989,    06,  11,     13.014
2232,1989,    06,  12,     13.172
2233,1989,    06,  13,     13.289
2234,1989,    06,  14,     13.377
2235,1989,    06,  15,     13.528
2236,1989,    06,  16,     13.645
2237,1989,    06,  17,     13.745
2238,1989,    06,  18,     13.870
2239,1989,    06,  19,     14.040
2240,1989,    06,  20,     14.193
2241,1989,    06,  21,     14.333
2242,1989,    06,  22,     14.407
2243,1989,    06,  23,     14.418
2244,1989,    06,  24,     14.458
2245,1989,    06,  25,     14.562
2246,1989,    06,  26,     14.648
2247,1989,    06,  27,     14.763
2248,1989,    06,  28,     14.807
2249,1989,    06,  29,     14.881
2250,1989,    06,  30,     14.974
2251,1989,    07,  01,     15.021
2252,1989,    07,  02,     15.048
2253,1989,    07,  03,     15.033
2254,1989,    07,  04,     15.094
2255,1989,    07,  05,     15.096
2256,1989,    07,  06,     15.151
2257,1989,    07,  07,     15.217
2258,1989,    07,  08,     15.186
2259,1989,    07,  09,     15.167
2260,1989,    07,  10,     15.212
2261,1989,    07,  11,     15.260
2262,1989,    07,  12,     15.368
2263,1989,    07,  13,     15.437
2264,1989,    07,  14,     15.499
2265,1989,    07,  15,     15.542
2266,1989,    07,  16,     15.593
2267,1989,    07,  17,     15.690
2268,1989,    07,  18,     15.757
2269,1989,    07,  19,     15.821
2270,1989,    07,  20,     15.957
2271,1989,    07,  21,     16.031
2272,1989,    07,  22,     16.007
2273,1989,    07,  23,     16.130
2274,1989,    07,  24,     16.212
2275,1989,    07,  25,     16.232
2276,1989,    07,  26,     16.292
2277,1989,    07,  27,     16.388
2278,1989,    07,  28,     16.526
2279,1989,    07,  29,     16.653
2280,1989,    07,  30,     16.731
2281,1989,    07,  31,     16.677
2282,1989,    08,  01,     16.802
2283,1989,    08,  02,     16.858
2284,1989,    08,  03,     16.823
2285,1989,    08,  04,     16.865
2286,1989,    08,  05,     16.916
2287,1989,    08,  06,     17.017
2288,1989,    08,  07,     17.080
2289,1989,    08,  08,     17.132
2290,1989,    08,  09,     17.187
2291,1989,    08,  10,     17.205
2292,1989,    08,  11,     17.264
2293,1989,    08,  12,     17.325
2294,1989,    08,  13,     17.302
2295,1989,    08,  14,     17.390
2296,1989,    08,  15,     17.496
2297,1989,    08,  16,     17.533
2298,1989,    08,  17,     17.723
2299,1989,    08,  18,     17.683
2300,1989,    08,  19,     17.701
2301,1989,    08,  20,     17.703
2302,1989,    08,  21,     17.673
2303,1989,    08,  22,     17.703
2304,1989,    08,  23,     17.770
2305,1989,    08,  24,     17.805
2306,1989,    08,  25,     17.785
2307,1989,    08,  26,     17.803
2308,1989,    08,  27,     17.858
2309,1989,    08,  28,     17.932
2310,1989,    08,  29,     18.004
2311,1989,    08,  30,     18.052
2312,1989,    08,  31,     18.045
2313,1989,    09,  01,     18.112
2314,1989,    09,  02,     18.053
2315,1989,    09,  03,     18.037
2316,1989,    09,  04,     18.038
2317,1989,    09,  05,     18.070
2318,1989,    09,  06,     18.149
2319,1989,    09,  07,     18.151
2320,1989,    09,  08,     18.130
2321,1989,    09,  09,     18.133
2322,1989,    09,  10,     18.128
2323,1989,    09,  11,     18.184
2324,1989,    09,  12,     18.186
2325,1989,    09,  13,     18.191
2326,1989,    09,  14,     18.225
2327,1989,    09,  15,     18.139
2328,1989,    09,  16,     18.144
2329,1989,    09,  17,     18.141
2330,1989,    09,  18,     18.093
2331,1989,    09,  19,     18.087
2332,1989,    09,  20,     18.136
2333,1989,    09,  21,     18.134
2334,1989,    09,  22,     18.232
2335,1989,    09,  23,     18.274
2336,1989,    09,  24,     18.245
2337,1989,    09,  25,     18.226
2338,1989,    09,  26,     18.103
2339,1989,    09,  27,     18.016
2340,1989,    09,  28,     17.973
2341,1989,    09,  29,     17.937
2342,1989,    09,  30,     17.965
2343,1989,    10,  01,     17.924
2344,1989,    10,  02,     17.917
2345,1989,    10,  03,     17.929
2346,1989,    10,  04,     17.905
2347,1989,    10,  05,     17.959
2348,1989,    10,  06,     18.013
2349,1989,    10,  07,     18.072
2350,1989,    10,  08,     18.068
2351,1989,    10,  09,     18.064
2352,1989,    10,  10,     18.087
2353,1989,    10,  11,     18.101
2354,1989,    10,  12,     18.072
2355,1989,    10,  13,     18.047
2356,1989,    10,  14,     18.080
2357,1989,    10,  15,     18.056
2358,1989,    10,  16,     18.061
2359,1989,    10,  17,     18.107
2360,1989,    10,  18,     18.052
2361,1989,    10,  19,     17.925
2362,1989,    10,  20,     17.906
2363,1989,    10,  21,     17.866
2364,1989,    10,  22,     17.856
2365,1989,    10,  23,     17.800
2366,1989,    10,  24,     17.722
2367,1989,    10,  25,     17.690
2368,1989,    10,  26,     17.692
2369,1989,    10,  27,     17.602
2370,1989,    10,  28,     17.453
2371,1989,    10,  29,     17.253
2372,1989,    10,  30,     17.195
2373,1989,    10,  31,     17.065
2374,1989,    11,  01,     17.007
2375,1989,    11,  02,     17.002
2376,1989,    11,  03,     16.964
2377,1989,    11,  04,     16.915
2378,1989,    11,  05,     16.822
2379,1989,    11,  06,     16.768
2380,1989,    11,  07,     16.723
2381,1989,    11,  08,     16.653
2382,1989,    11,  09,     16.527
2383,1989,    11,  10,     16.438
2384,1989,    11,  11,     16.350
2385,1989,    11,  12,     16.261
2386,1989,    11,  13,     16.175
2387,1989,    11,  14,     16.130
2388,1989,    11,  15,     16.047
2389,1989,    11,  16,     15.948
2390,1989,    11,  17,     15.818
2391,1989,    11,  18,     15.705
2392,1989,    11,  19,     15.610
2393,1989,    11,  20,     15.382
2394,1989,    11,  21,     15.230
2395,1989,    11,  22,     15.113
2396,1989,    11,  23,     14.919
2397,1989,    11,  24,     14.757
2398,1989,    11,  25,     14.603
2399,1989,    11,  26,     14.428
2400,1989,    11,  27,     14.260
2401,1989,    11,  28,     14.121
2402,1989,    11,  29,     13.827
2403,1989,    11,  30,     13.500
2404,1989,    12,  01,     13.383
2405,1989,    12,  02,     13.215
2406,1989,    12,  03,     12.997
2407,1989,    12,  04,     12.794
2408,1989,    12,  05,     12.584
2409,1989,    12,  06,     12.319
2410,1989,    12,  07,     12.037
2411,1989,    12,  08,     11.805
2412,1989,    12,  09,     11.566
2413,1989,    12,  10,     11.324
2414,1989,    12,  11,     11.050
2415,1989,    12,  12,     10.808
2416,1989,    12,  13,     10.536
2417,1989,    12,  14,     10.135
2418,1989,    12,  15,      9.747
2419,1989,    12,  16,      9.441
2420,1989,    12,  17,      9.203
2421,1989,    12,  18,      9.016
2422,1989,    12,  19,      8.816
2423,1989,    12,  20,      8.536
2424,1989,    12,  21,      8.288
2425,1989,    12,  22,      8.189
2426,1989,    12,  23,      8.089
2427,1989,    12,  24,      7.922
2428,1989,    12,  25,      7.729
2429,1989,    12,  26,      7.661
2430,1989,    12,  27,      7.415
2431,1989,    12,  28,      7.282
2432,1989,    12,  29,      7.138
2433,1989,    12,  30,      7.053
2434,1989,    12,  31,      6.885
2435,1990,    01,  01,      6.771
2436,1990,    01,  02,      6.621
2437,1990,    01,  03,      6.449
2438,1990,    01,  04,      6.316
2439,1990,    01,  05,      6.198
2440,1990,    01,  06,      6.147
2441,1990,    01,  07,      5.968
2442,1990,    01,  08,      5.771
2443,1990,    01,  09,      5.530
2444,1990,    01,  10,      5.425
2445,1990,    01,  11,      5.328
2446,1990,    01,  12,      5.248
2447,1990,    01,  13,      5.187
2448,1990,    01,  14,      5.032
2449,1990,    01,  15,      4.867
2450,1990,    01,  16,      4.759
2451,1990,    01,  17,      4.589
2452,1990,    01,  18,      4.377
2453,1990,    01,  19,      4.244
2454,1990,    01,  20,      4.158
2455,1990,    01,  21,      4.101
2456,1990,    01,  22,      4.041
2457,1990,    01,  23,      3.981
2458,1990,    01,  24,      3.965
2459,1990,    01,  25,      3.823
2460,1990,    01,  26,      3.760
2461,1990,    01,  27,      3.711
2462,1990,    01,  28,      3.706
2463,1990,    01,  29,      3.634
2464,1990,    01,  30,      3.622
2465,1990,    01,  31,      3.560
2466,1990,    02,  01,      3.460
2467,1990,    02,  02,      3.454
2468,1990,    02,  03,      3.407
2469,1990,    02,  04,      3.360
2470,1990,    02,  05,      3.289
2471,1990,    02,  06,      3.239
2472,1990,    02,  07,      3.173
2473,1990,    02,  08,      3.119
2474,1990,    02,  09,      3.117
2475,1990,    02,  10,      3.082
2476,1990,    02,  11,      3.058
2477,1990,    02,  12,      3.027
2478,1990,    02,  13,      3.010
2479,1990,    02,  14,      2.982
2480,1990,    02,  15,      2.962
2481,1990,    02,  16,      2.940
2482,1990,    02,  17,      2.928
2483,1990,    02,  18,      2.942
2484,1990,    02,  19,      2.881
2485,1990,    02,  20,      2.903
2486,1990,    02,  21,      2.841
2487,1990,    02,  22,      2.784
2488,1990,    02,  23,      2.790
2489,1990,    02,  24,      2.810
2490,1990,    02,  25,      2.833
2491,1990,    02,  26,      2.862
2492,1990,    02,  27,      2.861
2493,1990,    02,  28,      2.899
2494,1990,    03,  01,      2.902
2495,1990,    03,  02,      2.931
2496,1990,    03,  03,      2.971
2497,1990,    03,  04,      3.018
2498,1990,    03,  05,      3.129
2499,1990,    03,  06,      3.148
2500,1990,    03,  07,      3.169
2501,1990,    03,  08,      3.210
2502,1990,    03,  09,      3.243
2503,1990,    03,  10,      3.343
2504,1990,    03,  11,      3.506
2505,1990,    03,  12,      3.556
2506,1990,    03,  13,      3.601
2507,1990,    03,  14,      3.703
2508,1990,    03,  15,      3.806
2509,1990,    03,  16,      3.913
2510,1990,    03,  17,      3.975
2511,1990,    03,  18,      4.033
2512,1990,    03,  19,      4.101
2513,1990,    03,  20,      4.212
2514,1990,    03,  21,      4.319
2515,1990,    03,  22,      4.450
2516,1990,    03,  23,      4.543
2517,1990,    03,  24,      4.671
2518,1990,    03,  25,      4.710
2519,1990,    03,  26,      4.838
2520,1990,    03,  27,      4.952
2521,1990,    03,  28,      5.062
2522,1990,    03,  29,      5.231
2523,1990,    03,  30,      5.285
2524,1990,    03,  31,      5.414
2525,1990,    04,  01,      5.571
2526,1990,    04,  02,      5.674
2527,1990,    04,  03,      5.824
2528,1990,    04,  04,      5.936
2529,1990,    04,  05,      6.052
2530,1990,    04,  06,      6.127
2531,1990,    04,  07,      6.200
2532,1990,    04,  08,      6.263
2533,1990,    04,  09,      6.314
2534,1990,    04,  10,      6.396
2535,1990,    04,  11,      6.529
2536,1990,    04,  12,      6.688
2537,1990,    04,  13,      6.755
2538,1990,    04,  14,      6.862
2539,1990,    04,  15,      6.944
2540,1990,    04,  16,      7.006
2541,1990,    04,  17,      7.106
2542,1990,    04,  18,      7.180
2543,1990,    04,  19,      7.323
2544,1990,    04,  20,      7.408
2545,1990,    04,  21,      7.458
2546,1990,    04,  22,      7.498
2547,1990,    04,  23,      7.691
2548,1990,    04,  24,      7.849
2549,1990,    04,  25,      8.037
2550,1990,    04,  26,      8.131
2551,1990,    04,  27,      8.239
2552,1990,    04,  28,      8.259
2553,1990,    04,  29,      8.313
2554,1990,    04,  30,      8.363
2555,1990,    05,  01,      8.357
2556,1990,    05,  02,      8.356
2557,1990,    05,  03,      8.401
2558,1990,    05,  04,      8.506
2559,1990,    05,  05,      8.610
2560,1990,    05,  06,      8.693
2561,1990,    05,  07,      8.821
2562,1990,    05,  08,      8.905
2563,1990,    05,  09,      8.953
2564,1990,    05,  10,      8.982
2565,1990,    05,  11,      9.072
2566,1990,    05,  12,      9.123
2567,1990,    05,  13,      9.272
2568,1990,    05,  14,      9.464
2569,1990,    05,  15,      9.568
2570,1990,    05,  16,      9.676
2571,1990,    05,  17,      9.708
2572,1990,    05,  18,      9.757
2573,1990,    05,  19,      9.894
2574,1990,    05,  20,     10.020
2575,1990,    05,  21,     10.225
2576,1990,    05,  22,     10.446
2577,1990,    05,  23,     10.509
2578,1990,    05,  24,     10.565
2579,1990,    05,  25,     10.678
2580,1990,    05,  26,     10.800
2581,1990,    05,  27,     10.979
2582,1990,    05,  28,     11.122
2583,1990,    05,  29,     11.133
2584,1990,    05,  30,     11.230
2585,1990,    05,  31,     11.354
2586,1990,    06,  01,     11.495
2587,1990,    06,  02,     11.669
2588,1990,    06,  03,     11.763
2589,1990,    06,  04,     11.825
2590,1990,    06,  05,     11.913
2591,1990,    06,  06,     12.057
2592,1990,    06,  07,     12.181
2593,1990,    06,  08,     12.239
2594,1990,    06,  09,     12.280
2595,1990,    06,  10,     12.339
2596,1990,    06,  11,     12.458
2597,1990,    06,  12,     12.599
2598,1990,    06,  13,     12.767
2599,1990,    06,  14,     12.865
2600,1990,    06,  15,     13.033
2601,1990,    06,  16,     13.247
2602,1990,    06,  17,     13.409
2603,1990,    06,  18,     13.500
2604,1990,    06,  19,     13.629
2605,1990,    06,  20,     13.770
2606,1990,    06,  21,     13.889
2607,1990,    06,  22,     13.974
2608,1990,    06,  23,     14.013
2609,1990,    06,  24,     14.097
2610,1990,    06,  25,     14.117
2611,1990,    06,  26,     14.231
2612,1990,    06,  27,     14.224
2613,1990,    06,  28,     14.237
2614,1990,    06,  29,     14.289
2615,1990,    06,  30,     14.378
2616,1990,    07,  01,     14.469
2617,1990,    07,  02,     14.553
2618,1990,    07,  03,     14.604
2619,1990,    07,  04,     14.750
2620,1990,    07,  05,     14.777
2621,1990,    07,  06,     14.792
2622,1990,    07,  07,     14.836
2623,1990,    07,  08,     14.877
2624,1990,    07,  09,     14.909
2625,1990,    07,  10,     15.030
2626,1990,    07,  11,     15.106
2627,1990,    07,  12,     15.276
2628,1990,    07,  13,     15.351
2629,1990,    07,  14,     15.428
2630,1990,    07,  15,     15.453
2631,1990,    07,  16,     15.503
2632,1990,    07,  17,     15.601
2633,1990,    07,  18,     15.694
2634,1990,    07,  19,     15.750
2635,1990,    07,  20,     15.933
2636,1990,    07,  21,     15.990
2637,1990,    07,  22,     16.117
2638,1990,    07,  23,     16.173
2639,1990,    07,  24,     16.213
2640,1990,    07,  25,     16.301
2641,1990,    07,  26,     16.341
2642,1990,    07,  27,     16.424
2643,1990,    07,  28,     16.488
2644,1990,    07,  29,     16.555
2645,1990,    07,  30,     16.675
2646,1990,    07,  31,     16.730
2647,1990,    08,  01,     16.776
2648,1990,    08,  02,     16.927
2649,1990,    08,  03,     17.006
2650,1990,    08,  04,     17.019
2651,1990,    08,  05,     17.098
2652,1990,    08,  06,     17.166
2653,1990,    08,  07,     17.273
2654,1990,    08,  08,     17.280
2655,1990,    08,  09,     17.385
2656,1990,    08,  10,     17.389
2657,1990,    08,  11,     17.322
2658,1990,    08,  12,     17.339
2659,1990,    08,  13,     17.454
2660,1990,    08,  14,     17.520
2661,1990,    08,  15,     17.571
2662,1990,    08,  16,     17.618
2663,1990,    08,  17,     17.651
2664,1990,    08,  18,     17.775
2665,1990,    08,  19,     17.819
2666,1990,    08,  20,     17.755
2667,1990,    08,  21,     17.766
2668,1990,    08,  22,     17.779
2669,1990,    08,  23,     17.761
2670,1990,    08,  24,     17.766
2671,1990,    08,  25,     17.839
2672,1990,    08,  26,     17.944
2673,1990,    08,  27,     17.993
2674,1990,    08,  28,     18.042
2675,1990,    08,  29,     18.150
2676,1990,    08,  30,     18.221
2677,1990,    08,  31,     18.187
2678,1990,    09,  01,     18.182
2679,1990,    09,  02,     18.210
2680,1990,    09,  03,     18.215
2681,1990,    09,  04,     18.247
2682,1990,    09,  05,     18.232
2683,1990,    09,  06,     18.236
2684,1990,    09,  07,     18.141
2685,1990,    09,  08,     18.116
2686,1990,    09,  09,     18.123
2687,1990,    09,  10,     18.070
